Zeit;Kanal A
(ms);(V)

18.85930186;0.62253930
18.88430186;0.58483020
18.90930186;0.60371550
18.93430186;0.60371550
18.95930186;0.62253930
18.98430186;0.60371550
19.00930186;0.62253930
19.03430186;0.60371550
19.05930186;0.58483020
19.08430185;0.60371550
19.10930185;0.62253930
19.13430185;0.62253930
19.15930185;0.62253930
19.18430185;0.60371550
19.20930185;0.62253930
19.23430185;0.60371550
19.25930185;0.60371550
19.28430185;0.58483020
19.30930185;0.62253930
19.33430185;0.60371550
19.35930185;0.62253930
19.38430185;0.62253930
19.40930185;0.62253930
19.43430185;0.60371550
19.45930185;0.62253930
19.48430184;0.64142470
19.50930184;0.62253930
19.53430184;0.62253930
19.55930184;0.62253930
19.58430184;0.62253930
19.60930184;0.60371550
19.63430184;0.62253930
19.65930184;0.62253930
19.68430184;0.62253930
19.70930184;0.64142470
19.73430184;0.52823570
19.75930184;0.62253930
19.78430184;0.62253930
19.80930184;0.62253930
19.83430184;0.62253930
19.85930184;0.62253930
19.88430183;0.60371550
19.90930183;0.64142470
19.93430183;0.60371550
19.95930183;0.60371550
19.98430183;0.64142470
20.00930183;0.62253930
20.03430183;0.62253930
20.05930183;0.58483020
20.08430183;0.60371550
20.10930183;0.60371550
20.13430183;0.60371550
20.15930183;0.62253930
20.18430183;0.58483020
20.20930183;0.60371550
20.23430183;0.60371550
20.25930182;0.64142470
20.28430182;0.58483020
20.30930182;0.60371550
20.33430182;0.62253930
20.35930182;0.62253930
20.38430182;0.67919530
20.40930182;0.60371550
20.43430182;0.60371550
